Gender,Age,Education,Occupation,State,Relationship_Status,Obligation_Rating,Obligation_Category,NEP,Vacation_Behaviour,Rest_And_Relax,Luxury_Be_Spoilt,Do_Sports,Excitement_A_Challenge,Not_Exceed_Planned_Budget,Realise_Creativity,Fun_And_Entertainment,Good_Company,Health_and_Beauty,Free_And_Easy_Going,Entertainment_Facilities,Not_Care_About_Prices,Life_style_of_The _Local_People,Intense_Experience_of_Nature,Cosiness_Familiar_Atmosphere,Maintain_Unspoilt_Surroundings,Everything_Organised,Unspoilt_Nature_Natural_Landscape,Cultural_Offers,Change_Of_Surroundings,Income_Doller_K,Expenditure_Doller_K
Male,46,2,small business owner,QLD,married,4.53,Q4,2.87,2.70,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,22,7,professional,VIC,single,1.63,Q1,3.13,1.93,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,,
Female,41,2,sales,SA,separated or divorced,4.10,Q3,3.87,2.83,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,36,3,home-duties,SA,married,3.20,Q1,4.07,4.10,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,yes,,
Female,29,7,manager or administrator,VIC,single,3.77,Q2,3.47,2.29,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,,
Female,47,6,sales,NSW,married,4.50,Q4,3.87,3.17,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,,
Male,55,8,professional,VIC,living with a partner,3.47,Q2,3.27,2.43,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,
Male,19,1,unemployed,SA,single,3.50,Q2,3.60,2.05,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
Female,57,1,home-duties,SA,separated or divorced,4.70,Q4,4.00,4.14,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,,
Female,29,8,,ACT,married,3.93,Q3,3.07,2.96,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,no,yes,no,yes,yes,,
Male,59,1,manager or administrator,VIC,married,3.67,Q2,3.73,2.73,yes,no,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,,
Female,38,6,Clerical or service worker,NSW,single,3.80,Q2,3.80,3.89,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
Male,51,7,manager or administrator,QLD,married,3.23,Q1,3.93,3.10,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,no,yes,,
Male,46,3,small business owner,QLD,married,3.87,Q3,3.33,4.75,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,,
Female,49,8,manager or administrator,WA,married,4.27,Q4,3.93,3.69,no,no,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,no,yes,no,yes,,
Male,56,7,sales,VIC,living with a partner,3.80,Q2,3.00,2.63,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,,
Female,56,6,Clerical or service worker,NSW,married,4.33,Q4,3.60,2.31,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,yes,,
Male,41,6,manager or administrator,VIC,married,3.57,Q2,3.67,2.38,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,65,3,retired,VIC,separated or divorced,3.40,Q2,4.47,3.04,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,,
Male,42,3,small business owner,NSW,married,3.53,Q2,2.73,2.13,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
Male,65,8,manager or administrator,NSW,married,4.57,Q4,4.33,3.43,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,yes,,
Female,37,8,professional,VIC,married,3.60,Q2,3.73,2.83,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,,
Male,20,6,unemployed,VIC,single,3.03,Q1,3.93,2.86,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,,
Female,39,8,professional,QLD,single,4.20,Q3,4.27,3.62,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,,
Male,37,3,professional,QLD,married,3.03,Q1,3.07,2.30,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
Female,45,7,manager or administrator,QLD,married,4.30,Q4,4.07,2.13,yes,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,,
Male,41,6,transport worker,QLD,married,4.10,Q3,4.40,2.82,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,,
Male,39,4,Clerical or service worker,VIC,single,3.80,Q2,4.13,3.54,yes,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
Female,21,7,manager or administrator,NSW,single,4.40,Q4,4.13,3.07,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,,
Female,43,1,manager or administrator,WA,living with a partner,4.80,Q4,3.07,4.47,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,24,3,Clerical or service worker,VIC,single,3.33,Q1,3.60,2.17,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,49,6,professional,QLD,living with a partner,3.80,Q2,3.93,3.17,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,,
Male,32,7,professional,VIC,married,3.63,Q2,3.07,3.18,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,36,6,tradesperson,VIC,married,3.93,Q3,3.13,3.19,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,,
Female,36,4,Clerical or service worker,QLD,married,4.30,Q4,4.47,3.63,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,,
Male,72,6,,QLD,married,4.60,Q4,4.27,4.36,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,,
Male,67,6,retired,Tas,married,3.40,Q2,2.80,2.95,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,,
Male,24,7,professional,VIC,single,4.00,Q3,3.07,3.83,yes,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,,
Female,42,8,professional,QLD,married,3.97,Q3,4.07,3.67,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,,
Male,29,7,professional,VIC,living with a partner,3.50,Q2,3.87,3.19,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,,
Female,55,4,professional,QLD,married,3.77,Q2,3.07,2.80,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,,
Male,67,4,retired,VIC,married,4.43,Q4,3.13,3.13,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,,
Male,25,7,professional,VIC,single,3.87,Q3,3.67,2.16,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,42,8,manager or administrator,NSW,married,3.93,Q3,4.73,3.10,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,,
Male,41,7,professional,VIC,single,1.00,Q1,3.20,2.53,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,,
Female,29,8,transport worker,NSW,single,4.93,Q4,4.00,3.63,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,,
Male,28,4,labourer,Tas,single,3.37,Q1,3.47,2.47,no,yes,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,,
Female,63,1,home-duties,VIC,married,4.23,Q4,4.07,3.45,yes,no,no,no,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,,
Female,42,6,Clerical or service worker,NSW,living with a partner,3.43,Q2,2.67,2.60,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,,
Female,47,6,manager or administrator,NSW,married,4.20,Q3,3.73,2.64,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
Female,55,2,Clerical or service worker,NSW,separated or divorced,3.73,Q2,3.80,2.68,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,,
Female,41,6,professional,NSW,living with a partner,3.97,Q3,3.67,3.19,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,,
Female,55,2,,NSW,separated or divorced,3.73,Q2,4.00,,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,,
Female,58,3,home-duties,VIC,married,3.73,Q2,3.93,3.78,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,,
Female,55,,professional,NSW,married,3.73,Q2,3.07,4.13,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,29,6,manager or administrator,SA,living with a partner,4.73,Q4,4.60,3.76,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,,
Male,59,8,professional,NT,single,3.37,Q1,4.27,3.13,yes,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,,
Male,44,3,professional,WA,married,4.20,Q3,3.60,3.81,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
Male,39,3,professional,QLD,living with a partner,3.87,Q3,4.93,3.22,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,yes,no,,
Female,40,2,home-duties,QLD,separated or divorced,2.60,Q1,2.60,1.91,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,,
Female,61,2,home-duties,NSW,married,4.33,Q4,3.60,4.44,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,yes,,
Female,19,7,unemployed,WA,single,2.60,Q1,3.20,2.30,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,,
Male,28,7,professional,NSW,single,4.70,Q4,3.47,4.03,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Female,46,7,manager or administrator,NSW,living with a partner,4.40,Q4,3.47,2.50,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,,
Female,38,3,labourer,SA,married,4.90,Q4,4.00,3.83,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,44,2,tradesperson,NSW,married,4.00,Q3,3.67,3.70,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,,
Female,56,8,professional,NSW,separated or divorced,4.30,Q4,3.60,3.17,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,,
Male,37,8,small business owner,QLD,married,3.90,Q3,3.53,2.43,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,24,7,professional,WA,single,3.37,Q1,2.87,2.46,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,,
Male,27,8,professional,VIC,living with a partner,1.20,Q1,3.67,1.69,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,24,8,tradesperson,QLD,single,4.53,Q4,4.13,3.73,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,,
Male,68,6,retired,QLD,married,4.07,Q3,4.73,3.63,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,61,3,retired,VIC,married,4.30,Q4,3.00,1.79,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,,
Male,22,3,labourer,QLD,single,3.27,Q1,4.47,2.43,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,,
Female,55,1,small business owner,NSW,married,4.07,Q3,3.67,4.00,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,,
Female,62,1,Clerical or service worker,VIC,married,3.77,Q2,2.80,3.22,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,23,7,professional,QLD,married,4.13,Q3,3.47,3.00,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,,
Male,35,1,tradesperson,NSW,married,4.20,Q3,3.27,2.90,yes,no,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,,
Female,65,1,retired,QLD,married,4.03,Q3,3.20,2.48,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,,
Female,44,4,manager or administrator,SA,separated or divorced,3.93,Q3,3.67,3.31,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,no,yes,,
Male,56,8,small business owner,NSW,married,3.37,Q1,3.60,2.86,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,39,4,Clerical or service worker,QLD,married,4.40,Q4,3.07,4.09,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,,
Male,56,8,manager or administrator,QLD,separated or divorced,4.50,Q4,3.87,4.64,yes,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,no,yes,,
Female,37,6,home-duties,NSW,married,3.87,Q3,3.40,3.86,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Female,57,3,home-duties,WA,married,4.70,Q4,4.73,3.57,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,23,7,sales,QLD,single,3.07,Q1,3.47,2.60,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,53,2,sales,SA,married,3.87,Q3,3.87,2.79,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,35,7,professional,ACT,married,3.83,Q3,3.67,2.29,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,61,3,retired,NSW,married,2.90,Q1,3.67,2.95,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,,
Female,48,4,professional,QLD,married,4.47,Q4,4.33,2.83,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes,,
Female,58,8,professional,VIC,married,4.23,Q4,3.27,3.33,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,,
Male,27,8,unemployed,NSW,single,3.47,Q2,2.93,2.74,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,,
Female,67,4,retired,VIC,married,4.23,Q4,4.27,3.14,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,,
Male,45,3,manager or administrator,NSW,married,5.00,Q4,2.87,4.70,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,,
Male,41,2,professional,NSW,married,3.73,Q2,3.07,,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,41,2,labourer,QLD,married,2.47,Q1,3.13,2.09,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Female,61,4,Clerical or service worker,NSW,married,4.40,Q4,4.27,4.36,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,yes,yes,no,,
Female,63,1,home-duties,NSW,married,3.70,Q2,3.80,3.22,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,,
Female,43,4,Clerical or service worker,NSW,married,3.93,Q3,4.33,2.77,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,,
Female,67,2,,NSW,separated or divorced,3.67,Q2,3.47,2.30,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,55,2,manager or administrator,NSW,married,4.03,Q3,3.87,3.95,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,,
Male,23,7,manager or administrator,VIC,single,1.93,Q1,2.73,1.54,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,,
Female,42,7,professional,NSW,living with a partner,3.53,Q2,4.87,2.59,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
Female,61,1,Clerical or service worker,QLD,widowed,3.60,Q2,3.20,2.10,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,,
Male,38,7,professional,SA,married,2.93,Q1,3.27,1.87,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,,
Male,24,7,sales,NSW,living with a partner,3.47,Q2,3.73,3.58,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,,
Male,51,7,professional,QLD,married,3.13,Q1,3.13,2.31,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,yes,,
Female,38,7,Clerical or service worker,VIC,living with a partner,3.87,Q3,3.07,2.93,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,,
Male,37,8,professional,QLD,married,3.30,Q1,3.40,2.73,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,,
Female,24,4,unemployed,NSW,married,3.03,Q1,3.73,2.36,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,,
Female,46,1,home-duties,VIC,married,4.30,Q4,4.13,3.29,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,no,yes,no,no,no,yes,,
Male,27,6,labourer,QLD,married,4.10,Q3,3.60,2.65,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
Female,35,1,small business owner,VIC,living with a partner,3.57,Q2,3.67,2.82,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,no,no,no,no,yes,,
Male,50,6,tradesperson,NSW,married,2.93,Q1,2.93,1.88,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
Female,37,6,home-duties,QLD,single,4.37,Q4,4.00,,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,,
Female,36,7,Clerical or service worker,VIC,married,3.73,Q2,3.53,2.41,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,,
Male,38,8,manager or administrator,NSW,living with a partner,3.67,Q2,4.67,2.64,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,yes,,
Male,30,8,professional,NSW,married,2.67,Q1,3.80,2.41,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,,
Female,31,3,home-duties,QLD,married,4.40,Q4,3.20,3.75,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,,
Female,55,1,sales,WA,separated or divorced,3.87,Q3,4.00,2.43,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,,
Male,46,3,manager or administrator,QLD,living with a partner,4.20,Q3,4.00,3.46,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,no,yes,no,no,yes,yes,,
Female,22,7,professional,VIC,single,3.97,Q3,4.07,4.44,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,26,8,professional,NSW,single,3.43,Q2,3.80,2.56,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,,
Female,42,4,home-duties,NSW,separated or divorced,4.17,Q3,3.00,2.20,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
Male,58,2,manager or administrator,NSW,single,3.13,Q1,4.27,1.94,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,24,7,manager or administrator,NSW,single,4.57,Q4,3.07,4.27,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,,
Female,63,1,home-duties,QLD,separated or divorced,2.93,Q1,3.20,2.64,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,42,1,tradesperson,VIC,married,4.00,Q3,3.40,2.81,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,,
Female,59,2,Clerical or service worker,NSW,separated or divorced,4.50,Q4,2.33,2.30,no,no,no,yes,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,,
Male,45,6,manager or administrator,NSW,married,3.83,Q3,4.00,3.00,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,,
Female,62,4,Clerical or service worker,NSW,married,3.13,Q1,3.53,2.50,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
Male,26,6,manager or administrator,VIC,single,4.10,Q3,3.87,2.90,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,,
Female,24,8,,VIC,single,4.00,Q3,3.87,2.36,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,,
Female,58,8,manager or administrator,VIC,married,4.20,Q3,4.20,3.72,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,
Male,72,1,sales,ACT,widowed,3.03,Q1,2.87,3.67,no,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,,
Male,30,7,professional,VIC,married,3.37,Q1,2.87,1.97,yes,yes,yes,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,,
Female,60,7,home-duties,SA,married,4.20,Q3,4.47,3.00,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,yes,no,yes,no,no,,
Female,47,4,manager or administrator,NSW,married,4.50,Q4,3.67,3.67,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,,
Female,56,6,unemployed,QLD,widowed,3.53,Q2,2.80,4.25,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,,
Female,32,1,home-duties,SA,married,4.93,Q4,4.20,4.04,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,,
Female,29,7,professional,WA,separated or divorced,4.33,Q4,3.80,1.83,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
Female,28,7,Clerical or service worker,NSW,married,4.23,Q4,4.20,3.33,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,,
Female,32,3,home-duties,QLD,married,4.10,Q3,3.33,3.88,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,,
Male,40,2,manager or administrator,VIC,living with a partner,3.53,Q2,4.27,2.11,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,,
Female,23,7,unemployed,NSW,single,3.37,Q1,3.73,2.60,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,yes,yes,,
Male,57,7,manager or administrator,QLD,living with a partner,4.23,Q4,4.00,3.05,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,,
Female,37,6,Clerical or service worker,VIC,married,3.53,Q2,3.40,2.52,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,,
Male,39,7,professional,NSW,married,5.00,Q4,3.33,3.38,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,57,7,small business owner,WA,married,4.23,Q4,3.60,2.25,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes,,
Male,35,4,manager or administrator,SA,single,4.23,Q4,3.40,2.73,yes,no,no,yes,no,no,yes,no,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,,
Male,70,3,retired,QLD,married,3.50,Q2,3.87,2.45,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,no,yes,,
Male,21,6,sales,QLD,single,4.53,Q4,3.60,4.00,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,,
Female,30,7,sales,NSW,single,4.40,Q4,3.53,2.83,yes,no,no,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,,
Female,46,2,professional,NSW,married,4.50,Q4,3.67,4.53,yes,no,yes,yes,no,no,yes,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,,
Female,61,2,professional,QLD,separated or divorced,4.40,Q4,4.27,2.93,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,yes,no,,
Female,35,6,manager or administrator,QLD,single,4.37,Q4,4.53,3.00,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
Male,43,3,professional,QLD,married,3.30,Q1,3.80,2.33,yes,no,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
Female,57,2,retired,NSW,separated or divorced,3.97,Q3,3.53,2.92,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,25,8,professional,ACT,single,3.03,Q1,2.53,3.14,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,21,7,professional,VIC,single,3.60,Q2,3.47,2.62,yes,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,,
Male,46,2,transport worker,QLD,single,4.03,Q3,4.40,3.34,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,,
Male,59,8,professional,VIC,married,4.43,Q4,2.87,3.80,yes,no,no,no,no,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,no,no,yes,,
Female,56,,,QLD,married,4.50,Q4,4.00,3.07,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,,
Male,73,2,retired,WA,married,3.57,Q2,3.53,3.17,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,yes,,
